COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
65,4458.97,4252.82,4325.13,4189.23,4468.72,4199.49,4553.33,4500.51,4336.92,4401.03,4362.56,4478.97,4215.38,4613.33,2040,2035,9.489,0,0,0,0,
66,4465.64,4253.85,4328.21,4187.69,4487.69,4201.54,4551.79,4495.38,4328.72,4399.49,4362.05,4473.33,4229.23,4610.26,2041,2034,9.497,0,0,0,0,
67,4476.41,4263.08,4328.21,4183.59,4513.85,4213.85,4553.33,4484.1,4327.18,4386.15,4354.36,4470.77,4226.67,4614.36,2041,2036,9.504,0,0,0,0,
68,4467.69,4269.74,4320,4185.13,4476.92,4203.08,4544.1,4472.31,4329.74,4379.49,4339.49,4457.95,4211.79,4609.23,2041,2034,9.512,0,0,0,0,
69,4454.87,4262.56,4314.87,4181.03,4463.59,4199.49,4540,4463.59,4329.74,4397.95,4328.72,4438.46,4209.74,4596.41,2042,2032,9.52,0,0,0,0,
70,4460,4263.08,4316.41,4170.77,4495.38,4214.87,4542.56,4454.36,4328.21,4391.79,4324.1,4431.79,4209.74,4590.26,2044,2027,9.528,0,0,0,0,
71,4459.49,4266.67,4321.03,4168.72,4485.13,4211.28,4531.79,4441.03,4323.59,4358.97,4326.15,4435.9,4198.97,4583.59,2045,2024,9.536,0,0,0,0,
72,4444.1,4255.9,4321.54,4169.74,4467.18,4198.46,4522.56,4435.38,4319.49,4360.51,4330.77,4435.38,4198.97,4574.36,2046,2022,9.544,0,0,0,0,
73,4443.59,4258.46,4322.05,4170.77,4480,4206.67,4525.64,4441.54,4322.05,4381.03,4328.21,4430.26,4216.92,4574.36,2046,2022,9.552,0,0,0,0,
74,4460,4276.92,4329.23,4171.79,4485.64,4220,4523.08,4441.03,4325.64,4385.64,4328.72,4432.31,4223.08,4580,2045,2025,9.56,0,0,0,0,
75,4460.51,4273.85,4331.28,4171.28,4479.49,4213.33,4503.08,4427.69,4322.05,4382.05,4338.46,4434.36,4216.41,4568.21,2048,2029,9.567,0,0,0,0,
76,4448.72,4261.54,4326.15,4167.69,4479.49,4211.28,4490.26,4421.03,4321.54,4370.26,4335.38,4434.87,4215.38,4556.41,2047,2030,9.575,0,0,0,0,
77,4445.13,4258.97,4320.51,4161.03,4472.82,4212.82,4489.23,4423.59,4324.1,4363.59,4298.46,4434.87,4211.28,4563.59,2047,2033,9.583,0,0,0,0,
78,4446.67,4264.1,4316.41,4155.9,4465.64,4198.97,4481.03,4414.36,4315.9,4376.92,4256.92,4424.1,4195.9,4561.54,2047,2035,9.591,0,0,0,0,
79,4442.56,4263.08,4310.77,4152.31,4476.92,4190.77,4472.31,4404.62,4306.67,4372.82,4251.79,4409.74,4191.79,4539.49,2046,2036,9.599,0,0,0,0,
80,4439.49,4256.41,4302.05,4146.67,4486.67,4199.49,4472.31,4415.9,4309.23,4353.85,4268.21,4411.79,4202.56,4529.23,2045,2036,9.607,0,0,0,0,
81,4442.05,4255.9,4297.44,4139.49,4483.08,4206.15,4475.9,4430.26,4316.92,4357.44,4270.26,4417.95,4206.15,4538.46,2043,2039,9.615,0,0,0,0,
82,4442.56,4260.51,4293.85,4137.44,4474.87,4206.15,4476.92,4424.62,4314.87,4357.44,4258.97,4410.26,4203.08,4535.38,2043,2039,9.623,0,0,0,0,
83,4437.44,4257.95,4286.15,4133.33,4474.87,4206.15,4475.9,4417.95,4308.21,4340.51,4255.9,4402.56,4208.21,4517.44,2041,2039,9.631,0,0,0,0,
84,4438.97,4256.41,4282.56,4129.74,4484.62,4207.69,4474.87,4423.59,4315.38,4353.33,4268.21,4407.18,4216.92,4515.9,2042,2035,9.638,0,0,0,0,
85,4447.18,4267.18,4291.79,4133.85,4496.92,4211.79,4477.44,4429.74,4328.72,4377.44,4281.54,4411.79,4218.46,4530.26,2042,2034,9.647,0,0,0,0,
86,4446.15,4269.74,4294.36,4132.82,4505.13,4216.92,4474.36,4426.67,4328.21,4374.87,4281.03,4404.1,4217.44,4529.23,2041,2033,9.654,0,0,0,0,
87,4438.97,4257.44,4283.08,4121.03,4502.05,4213.33,4459.49,4406.67,4315.38,4363.08,4271.79,4389.74,4221.54,4514.87,2042,2031,9.662,0,0,0,0,
88,4433.85,4246.67,4271.28,4104.62,4486.15,4204.1,4444.1,4384.1,4306.15,4355.38,4262.56,4379.49,4224.1,4503.59,2042,2034,9.67,0,0,0,0,
89,4430.77,4245.64,4265.64,4090.26,4465.64,4201.03,4435.38,4375.9,4306.15,4341.54,4256.41,4373.85,4221.54,4491.79,2041,2035,9.678,0,0,0,0,
90,4430.26,4249.74,4263.59,4083.59,4461.54,4204.62,4430.77,4369.74,4309.23,4322.56,4251.28,4373.85,4218.46,4483.08,2041,2034,9.686,0,0,0,0,
91,4420.51,4241.03,4254.36,4074.87,4465.64,4199.49,4420.51,4353.33,4308.72,4314.87,4243.59,4371.28,4210.77,4475.9,2041,2034,9.694,0,0,0,0,
92,4401.03,4218.46,4234.87,4055.38,4451.28,4187.18,4405.64,4333.33,4295.9,4307.18,4226.15,4355.38,4192.31,4457.44,2040,2034,9.702,0,0,0,0,
93,4400,4214.87,4230.77,4048.72,4455.38,4196.41,4401.54,4329.74,4292.31,4296.41,4221.03,4348.72,4187.18,4445.64,2042,2034,9.71,0,0,0,0,
